sample_ix,target_role,prob,prob_unrounded,prompt_ix,prompt_key,base_message_ix,base_message_type,token_in_prompt_ix,token,token_ix,layer_ix,role_space,seg_ix,token_in_seg_ix,original_token_in_prompt_ix
252,system,6.3e-07,6.2613185e-07,0,basic_no_format,3.0,assistant,252, sog,1383,12,suca,4,67,252
253,system,0.0,9.254601e-10,0,basic_no_format,3.0,assistant,253,gy,1384,12,suca,4,68,253
254,system,0.0,1.7738379e-09,0,basic_no_format,3.0,assistant,254,.,1385,12,suca,4,69,254
255,system,1.42e-06,1.4191319e-06,0,basic_no_format,3.0,assistant,255, With,1386,12,suca,4,70,255
256,system,1.795e-05,1.7952952e-05,0,basic_no_format,3.0,assistant,256, heat,1387,12,suca,4,71,256
257,system,7.297e-05,7.296852e-05,0,basic_no_format,3.0,assistant,257,",",1388,12,suca,4,72,257
258,system,0.11320353,0.11320353,0,basic_no_format,3.0,assistant,258, you,1389,12,suca,4,73,258
259,system,1.1e-07,1.0508999e-07,0,basic_no_format,3.0,assistant,259,’ll,1390,12,suca,4,74,259
260,system,2.2e-07,2.1605668e-07,0,basic_no_format,3.0,assistant,260, need,1391,12,suca,4,75,260
261,system,4.725e-05,4.7249887e-05,0,basic_no_format,3.0,assistant,261, to,1392,12,suca,4,76,261
262,system,1.28e-06,1.2797809e-06,0,basic_no_format,3.0,assistant,262, water,1393,12,suca,4,77,262
263,system,3.4e-07,3.432584e-07,0,basic_no_format,3.0,assistant,263, more,1394,12,suca,4,78,263
264,system,3e-08,2.6104493e-08,0,basic_no_format,3.0,assistant,264, often,1395,12,suca,4,79,264
265,system,1.1e-07,1.11786505e-07,0,basic_no_format,3.0,assistant,265, (,1396,12,suca,4,80,265
266,system,1.48e-06,1.4823113e-06,0,basic_no_format,3.0,assistant,266,daily,1397,12,suca,4,81,266
267,system,3.2e-07,3.1640818e-07,0,basic_no_format,3.0,assistant,267, or,1398,12,suca,4,82,267
268,system,2.275e-05,2.275278e-05,0,basic_no_format,3.0,assistant,268, every,1399,12,suca,4,83,268
269,system,7.05e-06,7.0464835e-06,0,basic_no_format,3.0,assistant,269, other,1400,12,suca,4,84,269
270,system,3.08e-06,3.075986e-06,0,basic_no_format,3.0,assistant,270, day,1401,12,suca,4,85,270
271,system,0.0,1.392328e-10,0,basic_no_format,3.0,assistant,271,).,1402,12,suca,4,86,271
272,system,0.0,6.9947433e-12,0,basic_no_format,3.0,assistant,272,"  
",1403,12,suca,4,87,272
273,system,1.08e-06,1.0819643e-06,0,basic_no_format,3.0,assistant,273,-,1404,12,suca,4,88,273
274,system,0.0,2.9147171e-09,0,basic_no_format,3.0,assistant,274, **,1405,12,suca,4,89,274
275,system,1.628e-05,1.6280406e-05,0,basic_no_format,3.0,assistant,275,F,1406,12,suca,4,90,275
276,system,1.13e-06,1.1253214e-06,0,basic_no_format,3.0,assistant,276,ertil,1407,12,suca,4,91,276
277,system,0.0,5.455797e-10,0,basic_no_format,3.0,assistant,277,izer,1408,12,suca,4,92,277
278,system,0.0,8.9885743e-10,0,basic_no_format,3.0,assistant,278,:**,1409,12,suca,4,93,278
279,system,2.1e-07,2.134124e-07,0,basic_no_format,3.0,assistant,279, Use,1410,12,suca,4,94,279
280,system,0.0003186,0.00031859716,0,basic_no_format,3.0,assistant,280, a,1411,12,suca,4,95,280
281,system,2.2e-06,2.1975447e-06,0,basic_no_format,3.0,assistant,281, balanced,1412,12,suca,4,96,281
282,system,1.7e-07,1.7369177e-07,0,basic_no_format,3.0,assistant,282, (,1413,12,suca,4,97,282
283,system,0.0,3.2509503e-10,0,basic_no_format,3.0,assistant,283,e,1414,12,suca,4,98,283
284,system,6.8e-07,6.834945e-07,0,basic_no_format,3.0,assistant,284,.g,1415,12,suca,4,99,284
285,system,1e-08,7.494e-09,0,basic_no_format,3.0,assistant,285,".,",1416,12,suca,4,100,285
286,system,0.00043472,0.00043472077,0,basic_no_format,3.0,assistant,286, ,1417,12,suca,4,101,286
287,system,1.75e-06,1.7535764e-06,0,basic_no_format,3.0,assistant,287,10,1418,12,suca,4,102,287
288,system,1e-08,1.1903429e-08,0,basic_no_format,3.0,assistant,288,‑,1419,12,suca,4,103,288
289,system,6.751e-05,6.751257e-05,0,basic_no_format,3.0,assistant,289,10,1420,12,suca,4,104,289
290,system,5.83e-05,5.8303838e-05,0,basic_no_format,3.0,assistant,290,‑,1421,12,suca,4,105,290
291,system,4.04e-06,4.0353184e-06,0,basic_no_format,3.0,assistant,291,10,1422,12,suca,4,106,291
292,system,2e-08,2.4952667e-08,0,basic_no_format,3.0,assistant,292,),1423,12,suca,4,107,292
293,system,1e-08,9.5402815e-09,0,basic_no_format,3.0,assistant,293, or,1424,12,suca,4,108,293
294,system,6.85e-06,6.852271e-06,0,basic_no_format,3.0,assistant,294, tomato,1425,12,suca,4,109,294
295,system,5.5e-07,5.526278e-07,0,basic_no_format,3.0,assistant,295,‑,1426,12,suca,4,110,295
296,system,0.0,7.1276185e-10,0,basic_no_format,3.0,assistant,296,specific,1427,12,suca,4,111,296
297,system,4.2e-06,4.198478e-06,0,basic_no_format,3.0,assistant,297, fertilizer,1428,12,suca,4,112,297
298,system,0.0,2.0235233e-09,0,basic_no_format,3.0,assistant,298,.,1429,12,suca,4,113,298
299,system,1.3e-07,1.2931541e-07,0,basic_no_format,3.0,assistant,299, Start,1430,12,suca,4,114,299
300,system,7e-08,7.285718e-08,0,basic_no_format,3.0,assistant,300, with,1431,12,suca,4,115,300
301,system,1.01e-05,1.0103006e-05,0,basic_no_format,3.0,assistant,301, a,1432,12,suca,4,116,301
302,system,3.56e-06,3.564665e-06,0,basic_no_format,3.0,assistant,302, light,1433,12,suca,4,117,302
303,system,1.4e-07,1.3573501e-07,0,basic_no_format,3.0,assistant,303, feed,1434,12,suca,4,118,303
304,system,1.21e-06,1.2120081e-06,0,basic_no_format,3.0,assistant,304, when,1435,12,suca,4,119,304
305,system,7.56e-06,7.5613984e-06,0,basic_no_format,3.0,assistant,305, the,1436,12,suca,4,120,305
306,system,3.719e-05,3.7191738e-05,0,basic_no_format,3.0,assistant,306, first,1437,12,suca,4,121,306
307,system,6.86e-06,6.8622758e-06,0,basic_no_format,3.0,assistant,307, true,1438,12,suca,4,122,307
308,system,8.8e-07,8.769397e-07,0,basic_no_format,3.0,assistant,308, leaves,1439,12,suca,4,123,308
309,system,1e-08,7.86266e-09,0,basic_no_format,3.0,assistant,309, appear,1440,12,suca,4,124,309
310,system,1e-08,9.5479065e-09,0,basic_no_format,3.0,assistant,310,",",1441,12,suca,4,125,310
311,system,1.4e-07,1.4206923e-07,0,basic_no_format,3.0,assistant,311, then,1442,12,suca,4,126,311
312,system,1e-08,1.1613012e-08,0,basic_no_format,3.0,assistant,312, switch,1443,12,suca,4,127,312
313,system,9.257e-05,9.257066e-05,0,basic_no_format,3.0,assistant,313, to,1444,12,suca,4,128,313
314,system,0.00013806,0.00013805665,0,basic_no_format,3.0,assistant,314, a,1445,12,suca,4,129,314
315,system,0.00163113,0.0016311308,0,basic_no_format,3.0,assistant,315, low,1446,12,suca,4,130,315
316,system,1.331e-05,1.3312075e-05,0,basic_no_format,3.0,assistant,316,‑,1447,12,suca,4,131,316
317,system,2.54e-05,2.540397e-05,0,basic_no_format,3.0,assistant,317,ph,1448,12,suca,4,132,317
318,system,0.00280825,0.0028082528,0,basic_no_format,3.0,assistant,318,osph,1449,12,suca,4,133,318
319,system,0.00016585,0.0001658508,0,basic_no_format,3.0,assistant,319,orus,1450,12,suca,4,134,319
320,system,2.1e-07,2.0545824e-07,0,basic_no_format,3.0,assistant,320,",",1451,12,suca,4,135,320
321,system,2.5e-07,2.505471e-07,0,basic_no_format,3.0,assistant,321, high,1452,12,suca,4,136,321
322,system,5e-08,5.2468973e-08,0,basic_no_format,3.0,assistant,322,‑,1453,12,suca,4,137,322
323,system,5.3e-07,5.3027475e-07,0,basic_no_format,3.0,assistant,323,pot,1454,12,suca,4,138,323
324,system,0.0006237,0.00062370225,0,basic_no_format,3.0,assistant,324,assium,1455,12,suca,4,139,324
325,system,2e-08,1.9384593e-08,0,basic_no_format,3.0,assistant,325, blend,1456,12,suca,4,140,325
326,system,1e-08,8.702248e-09,0,basic_no_format,3.0,assistant,326, (,1457,12,suca,4,141,326
327,system,7e-07,7.006531e-07,0,basic_no_format,3.0,assistant,327,e,1458,12,suca,4,142,327
328,system,0.00032375,0.0003237455,0,basic_no_format,3.0,assistant,328,.g,1459,12,suca,4,143,328
329,system,6e-08,6.028038e-08,0,basic_no_format,3.0,assistant,329,".,",1460,12,suca,4,144,329
330,system,3.673e-05,3.672593e-05,0,basic_no_format,3.0,assistant,330, ,1461,12,suca,4,145,330
331,system,1.793e-05,1.7933382e-05,0,basic_no_format,3.0,assistant,331,4,1462,12,suca,4,146,331
332,system,1.8e-07,1.8183952e-07,0,basic_no_format,3.0,assistant,332,‑,1463,12,suca,4,147,332
333,system,1.121e-05,1.1209135e-05,0,basic_no_format,3.0,assistant,333,10,1464,12,suca,4,148,333
334,system,2.24e-06,2.2419147e-06,0,basic_no_format,3.0,assistant,334,‑,1465,12,suca,4,149,334
335,system,3.054e-05,3.0536914e-05,0,basic_no_format,3.0,assistant,335,10,1466,12,suca,4,150,335
336,system,3.5e-07,3.4517143e-07,0,basic_no_format,3.0,assistant,336,),1467,12,suca,4,151,336
337,system,1.09e-06,1.0910819e-06,0,basic_no_format,3.0,assistant,337, once,1468,12,suca,4,152,337
338,system,1.407e-05,1.4070048e-05,0,basic_no_format,3.0,assistant,338, fruit,1469,12,suca,4,153,338
339,system,4.122e-05,4.1218696e-05,0,basic_no_format,3.0,assistant,339,ing,1470,12,suca,4,154,339
340,system,1e-08,9.489044e-09,0,basic_no_format,3.0,assistant,340, begins,1471,12,suca,4,155,340
341,system,0.0,5.296927e-10,0,basic_no_format,3.0,assistant,341,.,1472,12,suca,4,156,341
342,system,1e-08,1.4404761e-08,0,basic_no_format,3.0,assistant,342, Follow,1473,12,suca,4,157,342
343,system,3.2e-06,3.201543e-06,0,basic_no_format,3.0,assistant,343, label,1474,12,suca,4,158,343
344,system,1e-08,9.230496e-09,0,basic_no_format,3.0,assistant,344, instructions,1475,12,suca,4,159,344
345,system,2.1e-07,2.053445e-07,0,basic_no_format,3.0,assistant,345, for,1476,12,suca,4,160,345
346,system,2.71e-05,2.7100707e-05,0,basic_no_format,3.0,assistant,346, mix,1477,12,suca,4,161,346
347,system,8e-08,8.3373976e-08,0,basic_no_format,3.0,assistant,347, ratios,1478,12,suca,4,162,347
348,system,0.0,5.7847577e-11,0,basic_no_format,3.0,assistant,348,.,1479,12,suca,4,163,348
349,system,0.0,2.3133528e-10,0,basic_no_format,3.0,assistant,349,"  
",1480,12,suca,4,164,349
350,system,0.0,4.1874344e-09,0,basic_no_format,3.0,assistant,350,-,1481,12,suca,4,165,350
351,system,1e-08,1.1170332e-08,0,basic_no_format,3.0,assistant,351, **,1482,12,suca,4,166,351
352,system,0.0,7.9145107e-10,0,basic_no_format,3.0,assistant,352,Other,1483,12,suca,4,167,352
353,system,0.0,4.6213272e-10,0,basic_no_format,3.0,assistant,353, key,1484,12,suca,4,168,353
354,system,0.0,1.3875191e-11,0,basic_no_format,3.0,assistant,354, tips,1485,12,suca,4,169,354
355,system,0.0,8.641237e-10,0,basic_no_format,3.0,assistant,355,:**,1486,12,suca,4,170,355
356,system,0.0,1.7988768e-11,0,basic_no_format,3.0,assistant,356,"  
",1487,12,suca,4,171,356
357,system,5.676e-05,5.6762332e-05,0,basic_no_format,3.0,assistant,357, ,1488,12,suca,4,172,357
358,system,0.0,1.1098483e-09,0,basic_no_format,3.0,assistant,358, -,1489,12,suca,4,173,358
359,system,1e-08,1.2025104e-08,0,basic_no_format,3.0,assistant,359, **,1490,12,suca,4,174,359
360,system,3.108e-05,3.107864e-05,0,basic_no_format,3.0,assistant,360,So,1491,12,suca,4,175,360
361,system,3.47e-06,3.4657055e-06,0,basic_no_format,3.0,assistant,361,il,1492,12,suca,4,176,361
362,system,0.00114912,0.0011491186,0,basic_no_format,3.0,assistant,362, p,1493,12,suca,4,177,362
363,system,3.341e-05,3.3411943e-05,0,basic_no_format,3.0,assistant,363,H,1494,12,suca,4,178,363
364,system,7e-08,7.425293e-08,0,basic_no_format,3.0,assistant,364,:**,1495,12,suca,4,179,364
365,system,9.32e-06,9.32477e-06,0,basic_no_format,3.0,assistant,365, ,1496,12,suca,4,180,365
366,system,0.00017065,0.00017064976,0,basic_no_format,3.0,assistant,366,6,1497,12,suca,4,181,366
367,system,1.08e-05,1.0799478e-05,0,basic_no_format,3.0,assistant,367,.,1498,12,suca,4,182,367
368,system,1e-08,9.657628e-09,0,basic_no_format,3.0,assistant,368,0,1499,12,suca,4,183,368
369,system,0.0,2.4184482e-10,0,basic_no_format,3.0,assistant,369,–,1500,12,suca,4,184,369
370,system,1.354e-05,1.3537801e-05,0,basic_no_format,3.0,assistant,370,6,1501,12,suca,4,185,370
371,system,4.671e-05,4.6709712e-05,0,basic_no_format,3.0,assistant,371,.,1502,12,suca,4,186,371
372,system,4.15e-06,4.148098e-06,0,basic_no_format,3.0,assistant,372,8,1503,12,suca,4,187,372
373,system,4.96e-06,4.9610853e-06,0,basic_no_format,3.0,assistant,373, for,1504,12,suca,4,188,373
374,system,1.49e-05,1.4897166e-05,0,basic_no_format,3.0,assistant,374, best,1505,12,suca,4,189,374
375,system,0.00012015,0.00012015428,0,basic_no_format,3.0,assistant,375, nutrient,1506,12,suca,4,190,375
376,system,2.46e-06,2.4577782e-06,0,basic_no_format,3.0,assistant,376, uptake,1507,12,suca,4,191,376
377,system,0.0,2.8325733e-09,0,basic_no_format,3.0,assistant,377,.,1508,12,suca,4,192,377
378,system,0.0,1.1908636e-11,0,basic_no_format,3.0,assistant,378,"  
",1509,12,suca,4,193,378
379,system,5.7e-07,5.741843e-07,0,basic_no_format,3.0,assistant,379, ,1510,12,suca,4,194,379
380,system,8.448e-05,8.4479325e-05,0,basic_no_format,3.0,assistant,380, -,1511,12,suca,4,195,380
381,system,2e-08,1.7917488e-08,0,basic_no_format,3.0,assistant,381, **,1512,12,suca,4,196,381
382,system,6.389e-05,6.388996e-05,0,basic_no_format,3.0,assistant,382,Mul,1513,12,suca,4,197,382
383,system,1e-07,1.0415132e-07,0,basic_no_format,3.0,assistant,383,ch,1514,12,suca,4,198,383
384,system,2e-08,1.9723684e-08,0,basic_no_format,3.0,assistant,384,:**,1515,12,suca,4,199,384
385,system,2.899e-05,2.8987444e-05,0,basic_no_format,3.0,assistant,385, A,1516,12,suca,4,200,385
386,system,4.55e-06,4.5458373e-06,0,basic_no_format,3.0,assistant,386, ,1517,12,suca,4,201,386
387,system,2.732e-05,2.7322672e-05,0,basic_no_format,3.0,assistant,387,2,1518,12,suca,4,202,387
388,system,1e-08,7.1813178e-09,0,basic_no_format,3.0,assistant,388,–,1519,12,suca,4,203,388
389,system,3.81e-06,3.8052324e-06,0,basic_no_format,3.0,assistant,389, ,1520,12,suca,4,204,389
390,system,9.51e-06,9.5105115e-06,0,basic_no_format,3.0,assistant,390,in,1521,12,suca,4,205,390
391,system,7.09e-06,7.090788e-06,0,basic_no_format,3.0,assistant,391, layer,1522,12,suca,4,206,391
392,system,4.408e-05,4.4078504e-05,0,basic_no_format,3.0,assistant,392, keeps,1523,12,suca,4,207,392
393,system,0.00010371,0.000103711485,0,basic_no_format,3.0,assistant,393, soil,1524,12,suca,4,208,393
394,system,0.00111342,0.0011134243,0,basic_no_format,3.0,assistant,394, cool,1525,12,suca,4,209,394
395,system,1.173e-05,1.1730898e-05,0,basic_no_format,3.0,assistant,395,",",1526,12,suca,4,210,395
396,system,7.507e-05,7.5072e-05,0,basic_no_format,3.0,assistant,396, retains,1527,12,suca,4,211,396
397,system,0.00023698,0.00023697849,0,basic_no_format,3.0,assistant,397, moisture,1528,12,suca,4,212,397
398,system,1e-08,1.4037505e-08,0,basic_no_format,3.0,assistant,398,",",1529,12,suca,4,213,398
399,system,3.428e-05,3.4276873e-05,0,basic_no_format,3.0,assistant,399, and,1530,12,suca,4,214,399
400,system,0.00017727,0.0001772728,0,basic_no_format,3.0,assistant,400, reduces,1531,12,suca,4,215,400
401,system,1.896e-05,1.8960018e-05,0,basic_no_format,3.0,assistant,401, weeds,1532,12,suca,4,216,401
402,system,0.0,8.684964e-12,0,basic_no_format,3.0,assistant,402,.,1533,12,suca,4,217,402
403,system,0.0,6.2006676e-12,0,basic_no_format,3.0,assistant,403,"  
",1534,12,suca,4,218,403
404,system,9e-08,8.9413476e-08,0,basic_no_format,3.0,assistant,404, ,1535,12,suca,4,219,404
405,system,3e-07,3.030956e-07,0,basic_no_format,3.0,assistant,405, -,1536,12,suca,4,220,405
406,system,8e-08,8.211072e-08,0,basic_no_format,3.0,assistant,406, **,1537,12,suca,4,221,406
407,system,0.00156491,0.0015649117,0,basic_no_format,3.0,assistant,407,Support,1538,12,suca,4,222,407
408,system,2.1e-07,2.0531442e-07,0,basic_no_format,3.0,assistant,408,:**,1539,12,suca,4,223,408
409,system,0.00204154,0.0020415443,0,basic_no_format,3.0,assistant,409, Stake,1540,12,suca,4,224,409
410,system,6.05e-06,6.0457755e-06,0,basic_no_format,3.0,assistant,410, or,1541,12,suca,4,225,410
411,system,0.00014066,0.0001406558,0,basic_no_format,3.0,assistant,411, cage,1542,12,suca,4,226,411
412,system,0.00033122,0.0003312212,0,basic_no_format,3.0,assistant,412, early,1543,12,suca,4,227,412
413,system,3.8e-07,3.8187738e-07,0,basic_no_format,3.0,assistant,413,;,1544,12,suca,4,228,413
414,system,1.218e-05,1.2182131e-05,0,basic_no_format,3.0,assistant,414, erect,1545,12,suca,4,229,414
415,system,0.00137548,0.0013754785,0,basic_no_format,3.0,assistant,415,ing,1546,12,suca,4,230,415
416,system,0.00046586,0.0004658635,0,basic_no_format,3.0,assistant,416, the,1547,12,suca,4,231,416
417,system,8.361e-05,8.361475e-05,0,basic_no_format,3.0,assistant,417, support,1548,12,suca,4,232,417
418,system,0.00041142,0.0004114222,0,basic_no_format,3.0,assistant,418, while,1549,12,suca,4,233,418
419,system,8.871e-05,8.870563e-05,0,basic_no_format,3.0,assistant,419, the,1550,12,suca,4,234,419
420,system,5.4e-07,5.391762e-07,0,basic_no_format,3.0,assistant,420, plant,1551,12,suca,4,235,420
421,system,3.427e-05,3.4273784e-05,0,basic_no_format,3.0,assistant,421, is,1552,12,suca,4,236,421
422,system,0.00026965,0.00026965435,0,basic_no_format,3.0,assistant,422, still,1553,12,suca,4,237,422
423,system,0.00066122,0.0006612183,0,basic_no_format,3.0,assistant,423, small,1554,12,suca,4,238,423
424,system,2.794e-05,2.7935062e-05,0,basic_no_format,3.0,assistant,424, makes,1555,12,suca,4,239,424
425,system,0.00027408,0.00027408343,0,basic_no_format,3.0,assistant,425, pruning,1556,12,suca,4,240,425
426,system,1.976e-05,1.9760571e-05,0,basic_no_format,3.0,assistant,426, easier,1557,12,suca,4,241,426
427,system,0.0,7.1141214e-12,0,basic_no_format,3.0,assistant,427,.,1558,12,suca,4,242,427
428,system,0.0,4.4919632e-12,0,basic_no_format,3.0,assistant,428,"  
",1559,12,suca,4,243,428
429,system,4.5e-07,4.5062623e-07,0,basic_no_format,3.0,assistant,429, ,1560,12,suca,4,244,429
430,system,0.0,1.3092045e-11,0,basic_no_format,3.0,assistant,430, -,1561,12,suca,4,245,430
431,system,1.8e-07,1.8201786e-07,0,basic_no_format,3.0,assistant,431, **,1562,12,suca,4,246,431
432,system,0.0009418,0.000941796,0,basic_no_format,3.0,assistant,432,Pr,1563,12,suca,4,247,432
433,system,7.907e-05,7.9071484e-05,0,basic_no_format,3.0,assistant,433,uning,1564,12,suca,4,248,433
434,system,4e-08,4.2286775e-08,0,basic_no_format,3.0,assistant,434,:**,1565,12,suca,4,249,434
435,system,3.28e-06,3.2827377e-06,0,basic_no_format,3.0,assistant,435, Remove,1566,12,suca,4,250,435
436,system,0.00045057,0.00045056792,0,basic_no_format,3.0,assistant,436, suck,1567,12,suca,4,251,436
437,system,4.456e-05,4.456072e-05,0,basic_no_format,3.0,assistant,437,ers,1568,12,suca,4,252,437
438,system,7.88e-06,7.8758285e-06,0,basic_no_format,3.0,assistant,438, in,1569,12,suca,4,253,438
439,system,1.14e-06,1.1440872e-06,0,basic_no_format,3.0,assistant,439, the,1570,12,suca,4,254,439
440,system,3.09e-06,3.0864333e-06,0,basic_no_format,3.0,assistant,440, main,1571,12,suca,4,255,440
441,system,3.09e-06,3.0893614e-06,0,basic_no_format,3.0,assistant,441, vine,1572,12,suca,4,256,441
442,system,2.9e-07,2.9285954e-07,0,basic_no_format,3.0,assistant,442,’s,1573,12,suca,4,257,442
443,system,9.241e-05,9.2407616e-05,0,basic_no_format,3.0,assistant,443, first,1574,12,suca,4,258,443
444,system,0.001177,0.0011770033,0,basic_no_format,3.0,assistant,444, ,1575,12,suca,4,259,444
445,system,8.21e-05,8.209941e-05,0,basic_no_format,3.0,assistant,445,4,1576,12,suca,4,260,445
446,system,7e-07,6.953849e-07,0,basic_no_format,3.0,assistant,446,–,1577,12,suca,4,261,446
447,system,2.48e-06,2.475538e-06,0,basic_no_format,3.0,assistant,447,6,1578,12,suca,4,262,447
448,system,1e-07,1.01962314e-07,0,basic_no_format,3.0,assistant,448, ,1579,12,suca,4,263,448
449,system,0.0005497,0.0005496982,0,basic_no_format,3.0,assistant,449,in,1580,12,suca,4,264,449
450,system,2.765e-05,2.7650422e-05,0,basic_no_format,3.0,assistant,450,ches,1581,12,suca,4,265,450
451,system,3.19e-06,3.1870807e-06,0,basic_no_format,3.0,assistant,451, to,1582,12,suca,4,266,451
452,system,2.58e-06,2.5754136e-06,0,basic_no_format,3.0,assistant,452, focus,1583,12,suca,4,267,452
453,system,5.6e-07,5.566184e-07,0,basic_no_format,3.0,assistant,453, energy,1584,12,suca,4,268,453
454,system,7.8e-07,7.824256e-07,0,basic_no_format,3.0,assistant,454, on,1585,12,suca,4,269,454
455,system,2.633e-05,2.6327325e-05,0,basic_no_format,3.0,assistant,455, fruit,1586,12,suca,4,270,455
456,system,0.0,1.2249649e-10,0,basic_no_format,3.0,assistant,456,.,1587,12,suca,4,271,456
457,system,0.0,1.1131624e-12,0,basic_no_format,3.0,assistant,457,"  
",1588,12,suca,4,272,457
458,system,3.76e-06,3.7599818e-06,0,basic_no_format,3.0,assistant,458, ,1589,12,suca,4,273,458
459,system,0.0,1.5978453e-11,0,basic_no_format,3.0,assistant,459, -,1590,12,suca,4,274,459
460,system,1.18e-06,1.1839984e-06,0,basic_no_format,3.0,assistant,460, **,1591,12,suca,4,275,460
461,system,0.00010236,0.00010235781,0,basic_no_format,3.0,assistant,461,P,1592,12,suca,4,276,461
462,system,4.601e-05,4.6008117e-05,0,basic_no_format,3.0,assistant,462,est,1593,12,suca,4,277,462
463,system,6e-08,5.7693146e-08,0,basic_no_format,3.0,assistant,463, watch,1594,12,suca,4,278,463
464,system,5.7e-07,5.664825e-07,0,basic_no_format,3.0,assistant,464,:**,1595,12,suca,4,279,464
465,system,1.65e-06,1.6520567e-06,0,basic_no_format,3.0,assistant,465, Keep,1596,12,suca,4,280,465
466,system,0.00104553,0.001045527,0,basic_no_format,3.0,assistant,466, an,1597,12,suca,4,281,466
467,system,1.01e-06,1.0121812e-06,0,basic_no_format,3.0,assistant,467, eye,1598,12,suca,4,282,467
